CODE;ENGLISH;;;;;;;;;;;;;
jap_claim_korea_title;조센 영유권 주장;;;;;;;;;;;;;
jap_claim_korea_desc;1945년 8월 15일 일본은 제2차 세계대전에서 항복했습니다. 이후 일본은 조선에서 물러났고 미국과 소련군이 그 빈자리를 차지했습니다. 이후 조선은 북부에 소군정, 남부에 미군정이 들어서면서 체제 및 경제 면에서 분단을 맞았습니다. 1965년 일본과 한국 양국이 맺은 일한기본조약(한일기본조약)은 일한보호조약(을사조약)과 일한합방조약(한일합방조약) 등 양국이 근대에 맺었던 불평등조약이 무효임을 선언했습니다. 민족주의적 정서가 다시 살아난 지금 조선에 대한 역사적 영유권을 다시 주장해야 하지 않을까요?;;;;;;;;;;;;;
reverse_jap_claim_korea_title;조센 영유권 포기;;;;;;;;;;;;;
reverse_jap_claim_korea_desc;1945년 8월 15일 일본은 제2차 세계대전에서 항복했습니다. 이후 일본은 조선에서 물러났고 미국과 소련군이 그 빈자리를 차지했습니다. 이후 조선은 북부에 소군정, 남부에 미군정이 들어서면서 체제 및 경제 면에서 분단을 맞았습니다. 1965년 일본과 한국 양국이 맺은 일한기본조약(한일기본조약)은 일한보호조약(을사조약)과 일한합방조약(한일합방조약) 등 양국이 근대에 맺었던 불평등조약이 무효임을 선언했습니다. 세계가 용납하지 않을 실지회복주의적인 주장은 포기해야 합니다.;;;;;;;;;;;;;
jap_claim_taiwan_title;대만 영유권 주장;;;;;;;;;;;;;
jap_claim_taiwan_desc;1945년 8월 15일 일본은 제2차 세계대전에서 항복했습니다. 1952년 4월 샌프란시스코 조약에서 일본은 공식적으로 대만에 대한 권리를 포기했고, 대만은 중화민국에게 다시 넘겨졌습니다. 1947년 2월 28일에 국민당이 벌인 학살은 현지의 민족 정체성과 대만 독립운동과 같은 쟁점에 계속 영향을 미치고 있습니다. 민족주의적 정서가 다시 살아난 지금 대만에 대한 역사적 영유권을 다시 주장해야 하지 않을까요?;;;;;;;;;;;;;
reverse_jap_claim_taiwan_title;대만 영유권 포기;;;;;;;;;;;;;
reverse_jap_claim_taiwan_desc;1945년 8월 15일 일본은 제2차 세계대전에서 항복했습니다. 1952년 4월 샌프란시스코 조약에서 일본은 공식적으로 대만에 대한 권리를 포기했고, 대만은 중화민국에게 다시 넘겨졌습니다. 1947년 2월 28일에 국민당이 벌인 학살은 현지의 민족 정체성과 대만 독립운동과 같은 쟁점에 계속 영향을 미치고 있습니다. 세계가 용납하지 않을 실지회복주의적인 주장은 포기해야 합니다.;;;;;;;;;;;;;
great_patriotic_war_title;대조국전쟁;;;;;;;;;;;;;
great_patriotic_war_desc;$COUNTRY$은(는) 매우 궁핍합니다. 적군은 우리 국토의 풀밭을 대부분 점령했습니다. 머지않아 그들은 $CAPITAL$에 진입할 것입니다. 이 전쟁에서 승리하기를 희망한다면 국민들을 격려하여 적들에게 맞서 영웅적 입장을 취하고 마지막까지 싸우도록 만들어야 합니다. 인적 비용은 더 많이 들겠지만 국가적 이익은 더 클 것입니다!;;;;;;;;;;;;;
wmd_removed;대량살상무기 무장해제;;;;;;;;;;;;;
EVTDESC1610033;최근 전쟁의 승전국 측이 모든 국내 대량살상무기를 압류하러 $CAPITAL$에 도착했습니다. 그들은 국내의 모든 핵무기, 생물무기, 화학무기들을 제거하는 작업에 착수할 것입니다.;;;;;;;;;;;;;
EVTDESC1610034;최근 교전한 국가의 대량살상무기를 성공적으로 압류했습니다. 이제 무기를 직접 보관하거나 파괴하는 선택지가 남았습니다.;;;;;;;;;;;;;
EVTDESC1610032;$MONARCHITLE$께서 그 자신과 여당이 저지른 부패 활동과 관련된 엄청난 사건에 휘말렸습니다. 이 폭로로 인해 국내 정치지형은 흔들렸고 정부는 혼란에 빠졌습니다. 날이 갈수록 섬뜩한 폭로가 이어지자 야당은 $MONARCHITLE$에 대한 탄핵을 표결에 올렸습니다. 불행하게도 여당이 상원 1/3 과반을 얻지 못했기 때문에, 야당은 결국 2/3 과반수를 얻어 $MONARCHITLE$을(를) 탄핵하는 데 성공했습니다. 이제 다음 선거까지 권한대행이 정부를 이끌어나가게 됩니다. 이 대실패는 여당의 인기에 큰 타격을 입혔습니다.;;;;;;;;;;;;;
EVTDESC1610031;$FROMCOUNTRY$이(가) 국내 군사용 기반시설과 일부 민간인 구역에 막대한 피해를 입히기 위해 국내 군사시설에 전술핵무기를 발사했습니다. 이제 평화를 받아들이지 않으면 전면적인 핵보복공격을 감행하겠다고 $FROMCOUNTRY$을(를) 위협하거나 우리가 가진 전술핵무기를 발사해 대응하는 두 선택지가 있습니다. 새로운 타격이 발생할 경우 신속히 대처해야 합니다.;;;;;;;;;;;;;
tactical_nuked;전술핵무기 피격;;;;;;;;;;;;;
fire_tactical_nuke_title;전술핵무기 발사;;;;;;;;;;;;;
fire_tactical_nuke_desc;최전방 부근에 주둔한 적군을 목표로 하는 단거리 전술핵무기 발사를 허가할 수 있습니다. 전술핵무기를 발사한다면 적국의 모든 핵무기의 영향을 받은 주에서 병사 인구와 총인구가 각각 1퍼센트, 5퍼센트 감소하 며, 1개 사단 이상이 주둔한 모든 지역의 요새, 해군기지, 사회기반시설의 단계가 2 감소합니다. 이로 인해 적국이 전술핵무기 보복공격이나 핵공격 최후통첩으로 대응할 수도 있습니다.;;;;;;;;;;;;;
build_tactical_nuke_title;전술핵무기 개발;;;;;;;;;;;;;
build_tactical_nuke_desc;전술핵무기는 군사상황에서 주로 가까운 곳에 아군이 있는 전장 혹은 아군의 영토에서 사용하기 위한 고안된 핵무기입니다. 일반적으로 폭발력은 작지만, 군사기지, 도시, 마을, 무기공장 등 더 넓은 지역을 대상으로 적의 전쟁 수행력에 타격을 입히도록 설계된 전략핵무기와는 대조적입니다.;;;;;;;;;;;;;
tactical_nukes;전술핵탄두 보유국;;;;;;;;;;;;;
EVTDESC1610030;국내외의 지정학적 상황이 변화하면서 모든 핵무기를 폐기해야만 하는 상황에 놓였습니다. 국제사회가 이런 일련의 사태들로 안도하고 있는 가운데, 국내의 급진주의자들은 이러한 위대한 무기들의 상실을 안타까워하며 $COUNTRY$의 핵무기 보유능력 회복을 위해 적극적으로 노력하고 있습니다.;;;;;;;;;;;;;
EVTDESC1610035;국내외의 지정학적 상황이 변화하면서 모든 화학무기를 폐기해야만 하는 상황에 놓였습니다. 국제사회가 이런 일련의 사태들로 안도하고 있는 가운데, 국내의 급진주의자들은 이러한 위대한 무기들의 상실을 안타까워하며 $COUNTRY$의 핵무기 보유능력 회복을 위해 적극적으로 노력하고 있습니다.;;;;;;;;;;;;;
EVTDESC1610036;국내외의 지정학적 상황이 변화하면서 모든 생물무기를 폐기해야만 하는 상황에 놓였습니다. 국제사회가 이런 일련의 사태들로 안도하고 있는 가운데, 국내의 급진주의자들은 이러한 위대한 무기들의 상실을 안타까워하며 $COUNTRY$의 핵무기 보유능력 회복을 위해 적극적으로 노력하고 있습니다.;;;;;;;;;;;;;
EVTDESC1610029;리비아 내전의 여파와 무장단체의 세력 확대로 전국 곳곳에서 폭력과 불안이 이어졌고, 이러한 소요는 2014년에 이르러 다시 내전으로 번졌습니다. 리비아에서 진행 중인 위기는 2011년 초 폭력사태가 시작된 이후 지금까지 수만명의 사상자를 냈습니다. 두 내전이 벌어진 기간 동안 대부분의 석유 관련 시설들이 경쟁 집단들에게 차단당하거나 피해를 입으면서 아프리카 국가 중 최대의 석유 매장량을 가진 리비아의 경제에서 중요한 위치인 석유산업의 생산량은 거의 붕괴됐습니다.;;;;;;;;;;;;;
build_kirov_class_title;키로프급 순양전함 건조;;;;;;;;;;;;;
build_kirov_class_desc;키로프급은 소련 및 러시아 해군이 보유한 원자력을 동력으로 하는 유도미사일 순양전함으로서, 세계에서 가장 크고 무거운 해상전투함입니다. 현대 군함 중에서는 대형 항공모함에 버금가는 규모로, 제1차 세계대전 시대의 노급전함과 비슷한 규모입니다. 키로프급 전함들은 크기와 일반적인 외관으로 인해 서방 국방 논평가들에게 종종 순양전함으로 불립니다.;;;;;;;;;;;;;
reactivate_iowa_class_title;아이오와급 전함 재가동;;;;;;;;;;;;;
reactivate_iowa_class_desc;1980년 로널드 레이건은 소련의 군사력 증강에 대응한 군사력 증강을 약속해 대통령에 선출됐습니다. 각 전함은 해군용 증류 연료를 태우도록 하고 근접방어병기체계와 미사일을 현대화했으며 더 현대적인 체계를 구축하기 위해 낡은 전자장비과 대공 무장을 제거했습니다. 해군은 1981년부터 1988년까지 4척의 아이오와급 전함을 현대화하고 재가동하는 데 약 17억달러를 썼는데, 이는 올리버 아자르 페리급 호위함 4척을 건조하는 비용과 거의 맞먹습니다.;;;;;;;;;;;;;
EVTDESC1610026;중증급성호흡기증후군은 사스 코로나바이러스로 인해 발생하는 바이러스성 호흡기 질환입니다. 세계보건기구에 따르면 2002년 11월부터 2003년 7월 사이에 중국 남부에서 발생했으며, 중국과 해외 37개국에서 각각 8098명 774명이 사망했습니다. 중국과 홍콩에서의 치사률은 9.6퍼센트에 달했습니다. 2004년 이후 세계적인 발병 사례는 보고되지 않고 있습니다. 중국 남부와 홍콩에서는 바이러스에 감염된 야생동물를 섭취해 바이러스에 감염될까 두려워했고 이는 그 지방에서 육류 시장 대규모인 금지령과 규모 축소를 초래했습니다. 중국에서는 온갖 짐승을 먹는 광동 지방의 식습성이 이 질병의 기원에 기여한 중요 요인으로 주로 지목받았습니다.;;;;;;;;;;;;;
EVTDESC1610023;1979년 9월 22일 인도양 프린스에드워드 근처에서 미국 벨라 호텔 인공위성이 정체 모를 이중 섬광을 감지했습니다. 이 섬광의 원인은 공식적으로 알려지지 않았으며, 이 사건에 대한 일부 정보는 여전히 기밀로 남아 있습니다. 오늘날 대부분의 독립적인 연구원들은 이 섬광이 아마도 남아프리카와 이스라엘이 수행한 미공개 핵실험 때문이라고 믿고 있습니다.;;;;;;;;;;;;;
new_capital_ido_title;칼리만탄티무르 천도;;;;;;;;;;;;;
new_capital_ido_desc;2019년 8월 26일 요코위 대통령이 신수도가 칼리만탄티모르에 속하는 페나잠 파세르 우타라, 쿠타이 카르타네가라 둘 모두에 지어질 것이라고 발표했습니다. 국가개발계획부는 이번 조치로 약 466조루피아(327억달러)가 소요될 것이며 정부는 이 비용의 19퍼센트를 부담하겠으며 나머지는 주로 민관 협력과 국기업 및 민간 부문의 직접 투자로 충당할 계획이라고 발표했습니다.;;;;;;;;;;;;;
reform_politburo_title;정치국 개혁;;;;;;;;;;;;;
reform_politburo_desc;마르크스-레닌주의 국가에서 공산당은 인민의 선봉이며 국가를 이끌기 위해 스스로를 정당화합니다. 그런 식으로 정치국 공산당 간부들이 마음껏 국가를 다스리고 있습니다. 현재 정치국은  $MONARCHITLE$의 선봉에 선 십상시 일색입니다. 이를 타개하기 위해 다양한 파벌을 상임간부회에 참여시켜 정치국을 개혁할 수 있으며, 이를 통해 우리나라에 우리식의 '민주주의'를 부여할 수 있습니다. 군부와 관료들은 자신들의 독재적 권력이 희석되는 현상에 분노할 것입니다.;;;;;;;;;;;;;
biological_weapons_convention;생물무기협약 조인국;;;;;;;;;;;;;
biological_weapons_convention_title;생물무기협약 조인;;;;;;;;;;;;;
biological_weapons_convention_desc;생물무기협약의 금지 범위는 제1조에 따라 '모든 미생물 및 기타 생물무기 또는 독소와 전달수단(의료 및 방어 목적으로 소량 사용하는 경우 예외)'입니다. 차후의 검토 협약은 일반적인 목적의 기준이 협약과 관련된 모든 미래의 과학 및 기술 개발을 포괄한다는 점을 재확인했습니다. 그리고 화학무기협약 제2조 1항과 유사하게 생물무기 또는 독소 자체가 아닌 이들을 사용할 수 있는 특정한 목적만을 금지했습니다. 생물무기협정에서 허용하는 용도는 예방적, 보호적 및 기타 평화적 목적에 한하며 정당성이 없거나 허용된 목적과 일치하지 않는 경우로 유지될 수 없습니다.;;;;;;;;;;;;;
biological_weapons_convention_end_title;생물무기협약 탈퇴;;;;;;;;;;;;;
biological_weapons_convention_end_desc;생물무기협약의 금지 범위는 제1조에 따라 '모든 미생물 및 기타 생물무기 또는 독소와 전달수단(의료 및 방어 목적으로 소량 사용하는 경우 예외)'입니다. 차후의 검토 협약은 일반적인 목적의 기준이 협약과 관련된 모든 미래의 과학 및 기술 개발을 포괄한다는 점을 재확인했습니다. 그리고 화학무기협약 제2조 1항과 유사하게 생물무기 또는 독소 자체가 아닌 이들을 사용할 수 있는 특정한 목적만을 금지했습니다. 생물무기협정에서 허용하는 용도는 예방적, 보호적 및 기타 평화적 목적에 한하며 정당성이 없거나 허용된 목적과 일치하지 않는 경우로 유지될 수 없습니다.;;;;;;;;;;;;;
EVTDESC1610017;2012년 11월 15일 중국 공산당 제18기 중앙위원회가 시진핑을 공산당 총서기 겸 중화인민공화국 중앙군사위원회 위원장으로 선출했습니다. 다음 날 시진핑 주석은 첫 공식석상에서 정치국 상무위원을 개편했습니다. 새 상임위는 기존에서 시진핑 주석 자신과 리커창만을 유임하고 나머지를 새로 뽑았으며, 의석수도 9석에서 7석으로 줄였습니다. 중국 지도자들의 일반적인 관행에서 현저히 벗어난 시진핑 주석의 첫 총서기 연설은 노골적이었으며 전임자들에 대한 어떤 정치적 구호나 언급도 포함하지 않았습니다. 그는 교육 확대, 일자리 안정, 소득 확대, 사회 보장 신뢰도 상승, 의료 수준 상승, 생활 조건 안정화, 환경 대책 수립을 내세웠습니다. 또한 그는 부정부패가 당의 존립을 위협할 것임을 시사하며 최고위층의 부패 척결을 다짐했으나, 광범위한 경제개혁에 대해서는 말을 아꼈습니다.;;;;;;;;;;;;;
